,paper1,paper2,pub1,pub2,stack1,stack2,comp1,comp2,pos1b,pos2b
463,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I29872[""publication: High-performance metal–insulator–metal tunnel diode selectors""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I47470[""TiN/Ta2O5/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
464,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I45292[""publication: Termally stable integrated Se-based OTS selectors with >20MA/cm2 current drive, >3.103 half-bias nonlinearity, tunable threshold voltage and excellent endurance""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I46285[""TiN/GexSe1-x/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
465,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I66609[""publication: Breakthrough of selector technology for cross-point 25-nm ReRAM""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6912[""TiN/As:SiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
466,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I73173[""publication: NbO2-based low power and cost efective 1S1R switching for high density cross point ReRAM application""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I24977[""TiN/NbO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
467,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I50118[""publication: Highly-scalable threshold switching select device based on chalcogenide glasses for 3D nanoscaled memory arrays""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I93983[""TiN/AsTeGeSiN/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
468,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I47402[""publication: Vacancy-modulated conductive oxide resistive RAM (VMCO-RRAM): an area-scalable switching current, self-compliant, highly nonlinear and wide on/of-window resistive switching cell""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I3236[""TiN/Al2O3/TiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
469,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I6557[""publication: IEEE Int. Electron Devices Meet.""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
470,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
471,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I13384[""publication: No title given 26048021673""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
472,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I29872[""publication: High-performance metal–insulator–metal tunnel diode selectors""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I47470[""TiN/Ta2O5/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
473,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I45292[""publication: Termally stable integrated Se-based OTS selectors with >20MA/cm2 current drive, >3.103 half-bias nonlinearity, tunable threshold voltage and excellent endurance""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I46285[""TiN/GexSe1-x/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
474,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I66609[""publication: Breakthrough of selector technology for cross-point 25-nm ReRAM""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6912[""TiN/As:SiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
475,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I73173[""publication: NbO2-based low power and cost efective 1S1R switching for high density cross point ReRAM application""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I24977[""TiN/NbO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
476,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I50118[""publication: Highly-scalable threshold switching select device based on chalcogenide glasses for 3D nanoscaled memory arrays""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I93983[""TiN/AsTeGeSiN/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
477,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I47402[""publication: Vacancy-modulated conductive oxide resistive RAM (VMCO-RRAM): an area-scalable switching current, self-compliant, highly nonlinear and wide on/of-window resistive switching cell""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I3236[""TiN/Al2O3/TiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
478,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I7940[""publication: A 4M synapses integrated analog ReRAM based 66.5 TOPS/W neural-network processor with cell current controlled writing and flexible network architecture""]>","<Item I38213[""publication: Physically transient threshold switching device based on magnesium oxide for security application""]>","<Item I47202[""W/Ta2O5/TaOx/W""]>","<Item I18158[""W/Ag/MgO/Ag/W""]>","<Item I6121[""W""]>","<Item I6121[""W""]>",3,4
479,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I23249[""publication: Fully memristive neural networks for pattern classification with unsupervised learning""]>","<Item I82668[""publication: presented at *IEEE Int. Electron Device Meet.*""]>","<Item I12287[""Ta/Pd/HfO2/Pt/Ti""]>","<Item I67803[""Ta/TaOx/TiO2/Ti""]>","<Item I6114[""Ta""]>","<Item I6116[""Ti""]>",4,3
480,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I6557[""publication: IEEE Int. Electron Devices Meet.""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
489,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
498,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I13384[""publication: No title given 26048021673""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
507,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I29872[""publication: High-performance metal–insulator–metal tunnel diode selectors""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I47470[""TiN/Ta2O5/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
516,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I45292[""publication: Termally stable integrated Se-based OTS selectors with >20MA/cm2 current drive, >3.103 half-bias nonlinearity, tunable threshold voltage and excellent endurance""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I46285[""TiN/GexSe1-x/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
525,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I66609[""publication: Breakthrough of selector technology for cross-point 25-nm ReRAM""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6912[""TiN/As:SiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
534,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I73173[""publication: NbO2-based low power and cost efective 1S1R switching for high density cross point ReRAM application""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I24977[""TiN/NbO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
543,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I50118[""publication: Highly-scalable threshold switching select device based on chalcogenide glasses for 3D nanoscaled memory arrays""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I93983[""TiN/AsTeGeSiN/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
552,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I47402[""publication: Vacancy-modulated conductive oxide resistive RAM (VMCO-RRAM): an area-scalable switching current, self-compliant, highly nonlinear and wide on/of-window resistive switching cell""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I3236[""TiN/Al2O3/TiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
561,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I6557[""publication: IEEE Int. Electron Devices Meet.""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
570,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
579,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I13384[""publication: No title given 26048021673""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
588,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I29872[""publication: High-performance metal–insulator–metal tunnel diode selectors""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I47470[""TiN/Ta2O5/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
597,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I45292[""publication: Termally stable integrated Se-based OTS selectors with >20MA/cm2 current drive, >3.103 half-bias nonlinearity, tunable threshold voltage and excellent endurance""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I46285[""TiN/GexSe1-x/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
606,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I66609[""publication: Breakthrough of selector technology for cross-point 25-nm ReRAM""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6912[""TiN/As:SiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
615,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I73173[""publication: NbO2-based low power and cost efective 1S1R switching for high density cross point ReRAM application""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I24977[""TiN/NbO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
624,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I50118[""publication: Highly-scalable threshold switching select device based on chalcogenide glasses for 3D nanoscaled memory arrays""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I93983[""TiN/AsTeGeSiN/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
633,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I47402[""publication: Vacancy-modulated conductive oxide resistive RAM (VMCO-RRAM): an area-scalable switching current, self-compliant, highly nonlinear and wide on/of-window resistive switching cell""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I3236[""TiN/Al2O3/TiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
642,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I6557[""publication: IEEE Int. Electron Devices Meet.""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
651,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
660,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I13384[""publication: No title given 26048021673""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I86040[""TiN/TiOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
669,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I29872[""publication: High-performance metal–insulator–metal tunnel diode selectors""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I47470[""TiN/Ta2O5/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
678,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I45292[""publication: Termally stable integrated Se-based OTS selectors with >20MA/cm2 current drive, >3.103 half-bias nonlinearity, tunable threshold voltage and excellent endurance""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I46285[""TiN/GexSe1-x/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
687,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I66609[""publication: Breakthrough of selector technology for cross-point 25-nm ReRAM""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6912[""TiN/As:SiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
696,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I73173[""publication: NbO2-based low power and cost efective 1S1R switching for high density cross point ReRAM application""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I24977[""TiN/NbO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
705,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I50118[""publication: Highly-scalable threshold switching select device based on chalcogenide glasses for 3D nanoscaled memory arrays""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I93983[""TiN/AsTeGeSiN/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,2
714,"<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I70494[""publication: Memristive crossbar arrays for brain-inspired computing""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I47402[""publication: Vacancy-modulated conductive oxide resistive RAM (VMCO-RRAM): an area-scalable switching current, self-compliant, highly nonlinear and wide on/of-window resistive switching cell""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I3236[""TiN/Al2O3/TiO2/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
